Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
220	0	-13.14919	-15.67047	2.521277	0.01706019	0.0170602	0.0170602	0.0170602	0.0170602	0.0170602	0.0170602
221	1	-13.35381	-15.99268	2.638876	0.009927116	0.00992712	0.00992712	0.00992712	0.00992712	0.00992712	0.00992712
222	0	-13.29179	-15.92139	2.629601	0.01048972	0.0104897	0.0104897	0.0104897	0.0104897	0.0104897	0.0104897
223	1	-13.11521	-15.65953	2.544312	0.01566296	0.015663	0.015663	0.015663	0.015663	0.015663	0.015663
224	0	-13.1573	-15.67468	2.517384	0.01729635	0.0172964	0.0172964	0.0172964	0.0172964	0.0172964	0.0172964
225	1	-13.38277	-15.83248	2.449712	0.02140103	0.021401	0.021401	0.021401	0.021401	0.021401	0.021401
226	0	-13.15264	-15.67222	2.519581	0.01716305	0.0171631	0.0171631	0.0171631	0.0171631	0.0171631	0.0171631
227	1	-14.13747	-16.45005	2.312582	0.02971877	0.0297188	0.0297188	0.0297188	0.0297188	0.0297188	0.0297188
228	0	-13.83109	-16.19381	2.362719	0.02667765	0.0266777	0.0266777	0.0266777	0.0266777	0.0266777	0.0266777
229	1	-14.63908	-16.87589	2.236808	0.03431491	0.0343149	0.0343149	0.0343149	0.0343149	0.0343149	0.0343149
230	0	-13.13576	-15.72539	2.589634	0.01291394	0.0129139	0.0129139	0.0129139	0.0129139	0.0129139	0.0129139
231	1	-13.4714	-15.90155	2.430148	0.02258773	0.0225877	0.0225877	0.0225877	0.0225877	0.0225877	0.0225877
232	0	-13.18072	-15.78679	2.606066	0.01191722	0.0119172	0.0119172	0.0119172	0.0119172	0.0119172	0.0119172
233	1	-16.95873	-18.86948	1.91075	0.05409224	0.0540922	0.0540922	0.0540922	0.0540922	0.0540922	0.0540922
234	0	-13.188	-15.7961	2.608099	0.01179393	0.0117939	0.0117939	0.0117939	0.0117939	0.0117939	0.0117939
235	1	-16.95873	-18.86948	1.91075	0.05409224	0.0540922	0.0540922	0.0540922	0.0540922	0.0540922	0.0540922
236	0	-13.16191	-15.76211	2.600198	0.01227319	0.0122732	0.0122732	0.0122732	0.0122732	0.0122732	0.0122732
237	1	-13.84807	-16.20788	2.359819	0.02685356	0.0268536	0.0268536	0.0268536	0.0268536	0.0268536	0.0268536
238	0	-13.32387	-15.95849	2.634614	0.01018567	0.0101857	0.0101857	0.0101857	0.0101857	0.0101857	0.0101857
239	1	-13.4382	-15.87546	2.437261	0.02215626	0.0221563	0.0221563	0.0221563	0.0221563	0.0221563	0.0221563
240	0	-13.78071	-16.45935	2.678643	0.007515062	0.00751506	0.00751506	0.00751506	0.00751506	0.00751506	0.00751506
241	1	-13.5233	-15.94275	2.419447	0.02323678	0.0232368	0.0232368	0.0232368	0.0232368	0.0232368	0.0232368
242	0	-13.88659	-16.57195	2.685359	0.007107657	0.00710766	0.00710766	0.00710766	0.00710766	0.00710766	0.00710766
243	1	-13.16214	-15.67733	2.515191	0.01742937	0.0174294	0.0174294	0.0174294	0.0174294	0.0174294	0.0174294
244	0	-13.77782	-16.45627	2.678448	0.007526837	0.00752684	0.00752684	0.00752684	0.00752684	0.00752684	0.00752684
245	1	-15.03346	-17.21349	2.180028	0.03775896	0.037759	0.037759	0.037759	0.037759	0.037759	0.037759
246	0	-13.16719	-15.68018	2.512993	0.01756269	0.0175627	0.0175627	0.0175627	0.0175627	0.0175627	0.0175627
247	1	-14.9911	-17.17716	2.186055	0.03739338	0.0373934	0.0373934	0.0373934	0.0373934	0.0373934	0.0373934
248	0	-13.64888	-16.04405	2.395169	0.02470941	0.0247094	0.0247094	0.0247094	0.0247094	0.0247094	0.0247094
249	1	-13.98799	-16.3245	2.336515	0.02826711	0.0282671	0.0282671	0.0282671	0.0282671	0.0282671	0.0282671
250	0	-13.17594	-15.6853	2.509366	0.01778266	0.0177827	0.0177827	0.0177827	0.0177827	0.0177827	0.0177827
251	1	-13.98799	-16.3245	2.336515	0.02826711	0.0282671	0.0282671	0.0282671	0.0282671	0.0282671	0.0282671
252	0	-13.34167	-15.8012	2.459528	0.02080562	0.0208056	0.0208056	0.0208056	0.0208056	0.0208056	0.0208056
253	1	-13.14647	-15.66913	2.522659	0.01697638	0.0169764	0.0169764	0.0169764	0.0169764	0.0169764	0.0169764
254	0	-13.11473	-15.65958	2.544848	0.01563045	0.0156305	0.0156305	0.0156305	0.0156305	0.0156305	0.0156305
255	1	-13.15751	-15.75617	2.598662	0.01236637	0.0123664	0.0123664	0.0123664	0.0123664	0.0123664	0.0123664
256	0	-13.12375	-15.66037	2.536621	0.0161295	0.0161295	0.0161295	0.0161295	0.0161295	0.0161295	0.0161295
257	1	-13.99233	-16.32814	2.335807	0.02831003	0.02831	0.02831	0.02831	0.02831	0.02831	0.02831
258	0	-13.40575	-15.8502	2.444453	0.02172002	0.02172	0.02172	0.02172	0.02172	0.02172	0.02172
259	1	-13.27505	-15.75198	2.476935	0.01974981	0.0197498	0.0197498	0.0197498	0.0197498	0.0197498	0.0197498
260	0	-14.74147	-16.96337	2.221902	0.03521904	0.035219	0.035219	0.035219	0.035219	0.035219	0.035219
261	1	-13.12612	-15.71047	2.584351	0.01323439	0.0132344	0.0132344	0.0132344	0.0132344	0.0132344	0.0132344
262	0	-14.4363	-16.7031	2.266797	0.03249587	0.0324959	0.0324959	0.0324959	0.0324959	0.0324959	0.0324959
263	1	-13.65827	-16.32804	2.669775	0.008052958	0.00805296	0.00805296	0.00805296	0.00805296	0.00805296	0.00805296
264	0	-13.11693	-15.69457	2.577638	0.01364156	0.0136416	0.0136416	0.0136416	0.0136416	0.0136416	0.0136416
265	1	-13.3121	-15.94493	2.632833	0.01029369	0.0102937	0.0102937	0.0102937	0.0102937	0.0102937	0.0102937
266	0	-13.26304	-15.88766	2.624617	0.01079205	0.0107921	0.0107921	0.0107921	0.0107921	0.0107921	0.0107921
267	1	-13.39894	-16.04364	2.644704	0.00957362	0.00957362	0.00957362	0.00957362	0.00957362	0.00957362	0.00957362
268	0	-13.12142	-15.65989	2.538473	0.01601719	0.0160172	0.0160172	0.0160172	0.0160172	0.0160172	0.0160172
269	1	-13.78173	-16.46044	2.678711	0.007510895	0.00751089	0.00751089	0.00751089	0.00751089	0.00751089	0.00751089
270	0	-13.11834	-15.65951	2.541171	0.01585354	0.0158535	0.0158535	0.0158535	0.0158535	0.0158535	0.0158535
271	1	-13.16292	-15.76346	2.600539	0.01225248	0.0122525	0.0122525	0.0122525	0.0122525	0.0122525	0.0122525
272	0	-13.66993	-16.06121	2.391277	0.02494548	0.0249455	0.0249455	0.0249455	0.0249455	0.0249455	0.0249455
273	1	-13.11754	-15.69571	2.57817	0.01360932	0.0136093	0.0136093	0.0136093	0.0136093	0.0136093	0.0136093
274	0	-13.69399	-16.08087	2.38688	0.02521217	0.0252122	0.0252122	0.0252122	0.0252122	0.0252122	0.0252122
275	1	-13.11894	-15.65956	2.54062	0.01588691	0.0158869	0.0158869	0.0158869	0.0158869	0.0158869	0.0158869
276	0	-13.44465	-15.88051	2.435861	0.02224121	0.0222412	0.0222412	0.0222412	0.0222412	0.0222412	0.0222412
277	1	-13.29857	-15.92927	2.630703	0.01042286	0.0104229	0.0104229	0.0104229	0.0104229	0.0104229	0.0104229
278	0	-13.86537	-16.22225	2.35688	0.02703181	0.0270318	0.0270318	0.0270318	0.0270318	0.0270318	0.0270318
279	1	-13.29857	-15.92927	2.630703	0.01042286	0.0104229	0.0104229	0.0104229	0.0104229	0.0104229	0.0104229
280	0	-13.30324	-15.77254	2.469298	0.02021304	0.020213	0.020213	0.020213	0.020213	0.020213	0.020213
281	1	-13.29857	-15.92927	2.630703	0.01042286	0.0104229	0.0104229	0.0104229	0.0104229	0.0104229	0.0104229
282	0	-14.46822	-16.73025	2.26203	0.03278507	0.0327851	0.0327851	0.0327851	0.0327851	0.0327851	0.0327851
283	1	-13.12083	-15.70162	2.580787	0.01345056	0.0134506	0.0134506	0.0134506	0.0134506	0.0134506	0.0134506
284	0	-15.58334	-17.68606	2.102724	0.04244791	0.0424479	0.0424479	0.0424479	0.0424479	0.0424479	0.0424479
285	1	-13.10832	-15.67368	2.565368	0.0143858	0.0143858	0.0143858	0.0143858	0.0143858	0.0143858	0.0143858
286	0	-14.25245	-16.54714	2.29469	0.03080403	0.030804	0.030804	0.030804	0.030804	0.030804	0.030804
287	1	-13.40635	-15.85067	2.444316	0.02172835	0.0217284	0.0217284	0.0217284	0.0217284	0.0217284	0.0217284
288	0	-14.31763	-16.60234	2.284711	0.0314093	0.0314093	0.0314093	0.0314093	0.0314093	0.0314093	0.0314093
289	1	-13.40853	-16.05439	2.645864	0.009503252	0.00950325	0.00950325	0.00950325	0.00950325	0.00950325	0.00950325
290	0	-13.32175	-15.78626	2.464511	0.02050337	0.0205034	0.0205034	0.0205034	0.0205034	0.0205034	0.0205034
291	1	-13.13589	-15.66438	2.528493	0.01662248	0.0166225	0.0166225	0.0166225	0.0166225	0.0166225	0.0166225
292	0	-13.40614	-15.8505	2.444365	0.02172535	0.0217254	0.0217254	0.0217254	0.0217254	0.0217254	0.0217254
293	1	-13.10926	-15.66235	2.553091	0.01513052	0.0151305	0.0151305	0.0151305	0.0151305	0.0151305	0.0151305
294	0	-13.48752	-15.9143	2.426773	0.02279242	0.0227924	0.0227924	0.0227924	0.0227924	0.0227924	0.0227924
295	1	-13.24873	-15.73326	2.484528	0.01928926	0.0192893	0.0192893	0.0192893	0.0192893	0.0192893	0.0192893
296	0	-14.56724	-16.8146	2.247355	0.03367518	0.0336752	0.0336752	0.0336752	0.0336752	0.0336752	0.0336752
297	1	-13.86886	-16.22515	2.356289	0.02706769	0.0270677	0.0270677	0.0270677	0.0270677	0.0270677	0.0270677
298	0	-14.92192	-17.11785	2.195928	0.03679449	0.0367945	0.0367945	0.0367945	0.0367945	0.0367945	0.0367945
299	1	-13.2238	-15.71606	2.492259	0.01882033	0.0188203	0.0188203	0.0188203	0.0188203	0.0188203	0.0188203
300	0	-15.43311	-17.55683	2.123717	0.04117457	0.0411746	0.0411746	0.0411746	0.0411746	0.0411746	0.0411746
301	1	-13.18074	-15.6882	2.507462	0.01789817	0.0178982	0.0178982	0.0178982	0.0178982	0.0178982	0.0178982
302	0	-13.96932	-16.30889	2.339568	0.02808193	0.0280819	0.0280819	0.0280819	0.0280819	0.0280819	0.0280819
303	1	-13.58038	-15.98855	2.408165	0.0239211	0.0239211	0.0239211	0.0239211	0.0239211	0.0239211	0.0239211
304	0	-13.7781	-16.15	2.371893	0.0261212	0.0261212	0.0261212	0.0261212	0.0261212	0.0261212	0.0261212
305	1	-14.17847	-16.48462	2.306156	0.03010855	0.0301086	0.0301086	0.0301086	0.0301086	0.0301086	0.0301086
306	0	-13.38432	-15.83367	2.449351	0.02142293	0.0214229	0.0214229	0.0214229	0.0214229	0.0214229	0.0214229
307	1	-14.35988	-16.63818	2.278297	0.03179835	0.0317983	0.0317983	0.0317983	0.0317983	0.0317983	0.0317983
308	0	-13.14711	-15.66944	2.522328	0.01699643	0.0169964	0.0169964	0.0169964	0.0169964	0.0169964	0.0169964
309	1	-13.99029	-16.32643	2.336139	0.02828987	0.0282899	0.0282899	0.0282899	0.0282899	0.0282899	0.0282899
310	0	-13.40332	-15.84832	2.445001	0.02168678	0.0216868	0.0216868	0.0216868	0.0216868	0.0216868	0.0216868
311	1	-13.13174	-15.66279	2.531051	0.01646737	0.0164674	0.0164674	0.0164674	0.0164674	0.0164674	0.0164674
312	0	-13.36476	-15.8187	2.453943	0.02114438	0.0211444	0.0211444	0.0211444	0.0211444	0.0211444	0.0211444
313	1	-13.22119	-15.8374	2.616215	0.01130164	0.0113016	0.0113016	0.0113016	0.0113016	0.0113016	0.0113016
314	0	-14.67785	-16.909	2.231147	0.03465827	0.0346583	0.0346583	0.0346583	0.0346583	0.0346583	0.0346583
315	1	-13.10959	-15.66195	2.552363	0.01517465	0.0151746	0.0151746	0.0151746	0.0151746	0.0151746	0.0151746
316	0	-14.36424	-16.64188	2.277638	0.03183832	0.0318383	0.0318383	0.0318383	0.0318383	0.0318383	0.0318383
317	1	-13.14254	-15.66727	2.524732	0.0168506	0.0168506	0.0168506	0.0168506	0.0168506	0.0168506	0.0168506
318	0	-14.56343	-16.81134	2.247917	0.03364107	0.0336411	0.0336411	0.0336411	0.0336411	0.0336411	0.0336411
319	1	-13.11796	-15.69649	2.578527	0.01358767	0.0135877	0.0135877	0.0135877	0.0135877	0.0135877	0.0135877
320	0	-15.34335	-17.47964	2.136295	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116
321	1	-13.18524	-15.79258	2.607341	0.0118399	0.0118399	0.0118399	0.0118399	0.0118399	0.0118399	0.0118399
322	0	-15.34335	-17.47964	2.136295	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116
323	1	-13.10761	-15.66833	2.560723	0.01466759	0.0146676	0.0146676	0.0146676	0.0146676	0.0146676	0.0146676
324	0	-15.34335	-17.47964	2.136295	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116
325	1	-13.33949	-15.79955	2.460067	0.02077295	0.0207729	0.0207729	0.0207729	0.0207729	0.0207729	0.0207729
326	0	-15.42733	-17.55186	2.124526	0.04112549	0.0411255	0.0411255	0.0411255	0.0411255	0.0411255	0.0411255
327	1	-13.54584	-15.96078	2.414937	0.02351035	0.0235103	0.0235103	0.0235103	0.0235103	0.0235103	0.0235103
328	0	-15.42733	-17.55186	2.124526	0.04112549	0.0411255	0.0411255	0.0411255	0.0411255	0.0411255	0.0411255
329	1	-13.1612	-15.67681	2.515609	0.01740402	0.017404	0.017404	0.017404	0.017404	0.017404	0.017404
330	0	-14.87362	-17.07646	2.202849	0.03637474	0.0363747	0.0363747	0.0363747	0.0363747	0.0363747	0.0363747
331	1	-13.94366	-16.28745	2.343791	0.02782576	0.0278258	0.0278258	0.0278258	0.0278258	0.0278258	0.0278258
332	0	-16.0495	-18.08733	2.037828	0.04638421	0.0463842	0.0463842	0.0463842	0.0463842	0.0463842	0.0463842
333	1	-14.18958	-16.494	2.304424	0.03021359	0.0302136	0.0302136	0.0302136	0.0302136	0.0302136	0.0302136
334	0	-14.49705	-16.75479	2.25774	0.03304527	0.0330453	0.0330453	0.0330453	0.0330453	0.0330453	0.0330453
335	1	-13.54662	-15.9614	2.414783	0.02351971	0.0235197	0.0235197	0.0235197	0.0235197	0.0235197	0.0235197
336	0	-13.96638	-16.30643	2.34005	0.02805266	0.0280527	0.0280527	0.0280527	0.0280527	0.0280527	0.0280527
337	1	-13.25705	-15.73912	2.482072	0.01943824	0.0194382	0.0194382	0.0194382	0.0194382	0.0194382	0.0194382
338	0	-13.30318	-15.77249	2.469316	0.02021195	0.020212	0.020212	0.020212	0.020212	0.020212	0.020212
339	1	-13.16258	-15.67757	2.514998	0.01744108	0.0174411	0.0174411	0.0174411	0.0174411	0.0174411	0.0174411
340	0	-13.12189	-15.65998	2.538087	0.01604056	0.0160406	0.0160406	0.0160406	0.0160406	0.0160406	0.0160406
341	1	-13.24513	-15.86634	2.621214	0.01099843	0.0109984	0.0109984	0.0109984	0.0109984	0.0109984	0.0109984
342	0	-13.10834	-15.67377	2.565435	0.01438175	0.0143818	0.0143818	0.0143818	0.0143818	0.0143818	0.0143818
343	1	-13.30781	-15.93998	2.632168	0.01033402	0.010334	0.010334	0.010334	0.010334	0.010334	0.010334
344	0	-13.22559	-15.84276	2.617178	0.01124323	0.0112432	0.0112432	0.0112432	0.0112432	0.0112432	0.0112432
345	1	-13.10865	-15.67502	2.566369	0.01432509	0.0143251	0.0143251	0.0143251	0.0143251	0.0143251	0.0143251
346	0	-13.10811	-15.66456	2.55645	0.01492675	0.0149268	0.0149268	0.0149268	0.0149268	0.0149268	0.0149268
347	1	-13.88333	-16.23718	2.353849	0.02721571	0.0272157	0.0272157	0.0272157	0.0272157	0.0272157	0.0272157
348	0	-13.10766	-15.66958	2.561915	0.01459529	0.0145953	0.0145953	0.0145953	0.0145953	0.0145953	0.0145953
349	1	-13.13893	-15.66566	2.526727	0.01672964	0.0167296	0.0167296	0.0167296	0.0167296	0.0167296	0.0167296
350	0	-13.41051	-15.85389	2.443381	0.02178508	0.0217851	0.0217851	0.0217851	0.0217851	0.0217851	0.0217851
351	1	-13.13365	-15.6635	2.52985	0.01654018	0.0165402	0.0165402	0.0165402	0.0165402	0.0165402	0.0165402
352	0	-13.14545	-15.66864	2.523187	0.01694432	0.0169443	0.0169443	0.0169443	0.0169443	0.0169443	0.0169443
353	1	-13.27083	-15.74895	2.478119	0.01967797	0.019678	0.019678	0.019678	0.019678	0.019678	0.019678
354	0	-13.19691	-15.69831	2.501402	0.01826572	0.0182657	0.0182657	0.0182657	0.0182657	0.0182657	0.0182657
355	1	-13.20219	-15.70172	2.499524	0.01837962	0.0183796	0.0183796	0.0183796	0.0183796	0.0183796	0.0183796
356	0	-13.17432	-15.7785	2.604178	0.01203175	0.0120318	0.0120318	0.0120318	0.0120318	0.0120318	0.0120318
357	1	-13.87045	-16.22647	2.356021	0.02708393	0.0270839	0.0270839	0.0270839	0.0270839	0.0270839	0.0270839
358	0	-13.25352	-15.73663	2.483106	0.01937551	0.0193755	0.0193755	0.0193755	0.0193755	0.0193755	0.0193755
359	1	-14.31711	-16.6019	2.28479	0.03140453	0.0314045	0.0314045	0.0314045	0.0314045	0.0314045	0.0314045
360	0	-13.33891	-15.79912	2.460209	0.02076435	0.0207644	0.0207644	0.0207644	0.0207644	0.0207644	0.0207644
361	1	-13.92462	-16.27157	2.346944	0.02763452	0.0276345	0.0276345	0.0276345	0.0276345	0.0276345	0.0276345
362	0	-14.49231	-16.75076	2.258443	0.03300261	0.0330026	0.0330026	0.0330026	0.0330026	0.0330026	0.0330026
363	1	-13.17088	-15.68232	2.511437	0.01765707	0.0176571	0.0176571	0.0176571	0.0176571	0.0176571	0.0176571
364	0	-14.13774	-16.45028	2.312538	0.02972141	0.0297214	0.0297214	0.0297214	0.0297214	0.0297214	0.0297214
365	1	-13.71216	-16.09575	2.383594	0.02541148	0.0254115	0.0254115	0.0254115	0.0254115	0.0254115	0.0254115
366	0	-13.45916	-15.89191	2.432743	0.02243031	0.0224303	0.0224303	0.0224303	0.0224303	0.0224303	0.0224303
367	1	-13.8134	-16.17916	2.365761	0.02649313	0.0264931	0.0264931	0.0264931	0.0264931	0.0264931	0.0264931
368	0	-13.29132	-15.76379	2.472472	0.02002052	0.0200205	0.0200205	0.0200205	0.0200205	0.0200205	0.0200205
369	1	-13.28077	-15.75612	2.475348	0.01984608	0.0198461	0.0198461	0.0198461	0.0198461	0.0198461	0.0198461
370	0	-13.34552	-15.80411	2.458582	0.02086299	0.020863	0.020863	0.020863	0.020863	0.020863	0.020863
371	1	-14.32255	-16.60651	2.283961	0.03145479	0.0314548	0.0314548	0.0314548	0.0314548	0.0314548	0.0314548
372	0	-13.11266	-15.68588	2.573221	0.01390951	0.0139095	0.0139095	0.0139095	0.0139095	0.0139095	0.0139095
373	1	-14.32255	-16.60651	2.283961	0.03145479	0.0314548	0.0314548	0.0314548	0.0314548	0.0314548	0.0314548
374	0	-13.40129	-16.04628	2.644991	0.009556216	0.00955622	0.00955622	0.00955622	0.00955622	0.00955622	0.00955622
375	1	-13.30728	-15.77552	2.468239	0.02027724	0.0202772	0.0202772	0.0202772	0.0202772	0.0202772	0.0202772
376	0	-13.40129	-16.04628	2.644991	0.009556216	0.00955622	0.00955622	0.00955622	0.00955622	0.00955622	0.00955622
377	1	-14.62568	-16.86445	2.238769	0.03419595	0.0341959	0.0341959	0.0341959	0.0341959	0.0341959	0.0341959
378	0	-13.13309	-15.72137	2.588285	0.01299576	0.0129958	0.0129958	0.0129958	0.0129958	0.0129958	0.0129958
379	1	-14.02181	-16.35283	2.331024	0.02860019	0.0286002	0.0286002	0.0286002	0.0286002	0.0286002	0.0286002
380	0	-13.15037	-15.67106	2.520693	0.01709564	0.0170956	0.0170956	0.0170956	0.0170956	0.0170956	0.0170956
381	1	-13.69149	-16.07883	2.387333	0.02518466	0.0251847	0.0251847	0.0251847	0.0251847	0.0251847	0.0251847
382	0	-13.5215	-15.94131	2.41981	0.02321477	0.0232148	0.0232148	0.0232148	0.0232148	0.0232148	0.0232148
383	1	-13.90663	-16.25657	2.349941	0.02745274	0.0274527	0.0274527	0.0274527	0.0274527	0.0274527	0.0274527
384	0	-14.71938	-16.94449	2.225106	0.03502469	0.0350247	0.0350247	0.0350247	0.0350247	0.0350247	0.0350247
385	1	-14.27329	-16.56478	2.291487	0.03099828	0.0309983	0.0309983	0.0309983	0.0309983	0.0309983	0.0309983
386	0	-14.51475	-16.76986	2.255113	0.03320459	0.0332046	0.0332046	0.0332046	0.0332046	0.0332046	0.0332046
387	1	-13.43684	-15.87439	2.437558	0.02213826	0.0221383	0.0221383	0.0221383	0.0221383	0.0221383	0.0221383
388	0	-13.94277	-16.28671	2.343938	0.02781684	0.0278168	0.0278168	0.0278168	0.0278168	0.0278168	0.0278168
389	1	-13.61765	-16.01868	2.401028	0.02435402	0.024354	0.024354	0.024354	0.024354	0.024354	0.024354
390	0	-13.94277	-16.28671	2.343938	0.02781684	0.0278168	0.0278168	0.0278168	0.0278168	0.0278168	0.0278168
391	1	-13.43995	-15.87683	2.436879	0.02217941	0.0221794	0.0221794	0.0221794	0.0221794	0.0221794	0.0221794
392	0	-13.73591	-16.11525	2.37934	0.02566951	0.0256695	0.0256695	0.0256695	0.0256695	0.0256695	0.0256695
393	1	-14.11359	-16.42994	2.31635	0.02949024	0.0294902	0.0294902	0.0294902	0.0294902	0.0294902	0.0294902
394	0	-14.44712	-16.7123	2.26518	0.03259399	0.032594	0.032594	0.032594	0.032594	0.032594	0.032594
395	1	-13.82798	-16.19123	2.363253	0.02664526	0.0266453	0.0266453	0.0266453	0.0266453	0.0266453	0.0266453
396	0	-14.19736	-16.50057	2.303213	0.03028706	0.0302871	0.0302871	0.0302871	0.0302871	0.0302871	0.0302871
397	1	-13.32221	-15.7866	2.464394	0.02051047	0.0205105	0.0205105	0.0205105	0.0205105	0.0205105	0.0205105
398	0	-13.1223	-15.66006	2.537755	0.01606071	0.0160607	0.0160607	0.0160607	0.0160607	0.0160607	0.0160607
399	1	-13.80509	-16.17229	2.367198	0.02640602	0.026406	0.026406	0.026406	0.026406	0.026406	0.026406
400	0	-13.48053	-16.1344	2.653861	0.009018203	0.0090182	0.0090182	0.0090182	0.0090182	0.0090182	0.0090182
401	1	-13.90737	-16.25719	2.349818	0.0274602	0.0274602	0.0274602	0.0274602	0.0274602	0.0274602	0.0274602
402	0	-13.35585	-15.99501	2.639155	0.009910213	0.00991021	0.00991021	0.00991021	0.00991021	0.00991021	0.00991021
403	1	-15.49676	-17.61157	2.114814	0.04171453	0.0417145	0.0417145	0.0417145	0.0417145	0.0417145	0.0417145
404	0	-13.12432	-15.6605	2.536179	0.01615629	0.0161563	0.0161563	0.0161563	0.0161563	0.0161563	0.0161563
405	1	-14.39756	-16.67017	2.272612	0.03214321	0.0321432	0.0321432	0.0321432	0.0321432	0.0321432	0.0321432
406	0	-13.12432	-15.6605	2.536179	0.01615629	0.0161563	0.0161563	0.0161563	0.0161563	0.0161563	0.0161563
407	1	-13.94543	-16.28893	2.343499	0.02784347	0.0278435	0.0278435	0.0278435	0.0278435	0.0278435	0.0278435
408	0	-13.39649	-16.0409	2.644405	0.009591785	0.00959179	0.00959179	0.00959179	0.00959179	0.00959179	0.00959179
409	1	-15.61632	-17.71444	2.098123	0.04272697	0.042727	0.042727	0.042727	0.042727	0.042727	0.042727
410	0	-13.10791	-15.67162	2.563707	0.0144866	0.0144866	0.0144866	0.0144866	0.0144866	0.0144866	0.0144866
411	1	-13.37565	-15.82702	2.451372	0.02130035	0.0213003	0.0213003	0.0213003	0.0213003	0.0213003	0.0213003
412	0	-14.16252	-16.47117	2.30865	0.02995729	0.0299573	0.0299573	0.0299573	0.0299573	0.0299573	0.0299573
413	1	-13.67833	-16.06806	2.389736	0.02503895	0.025039	0.025039	0.025039	0.025039	0.025039	0.025039
414	0	-14.10013	-16.79707	2.696934	0.006405548	0.00640555	0.00640555	0.00640555	0.00640555	0.00640555	0.00640555
415	1	-13.21633	-15.71103	2.494702	0.01867213	0.0186721	0.0186721	0.0186721	0.0186721	0.0186721	0.0186721
416	0	-13.10879	-15.67555	2.566758	0.0143015	0.0143015	0.0143015	0.0143015	0.0143015	0.0143015	0.0143015
417	1	-13.21633	-15.71103	2.494702	0.01867213	0.0186721	0.0186721	0.0186721	0.0186721	0.0186721	0.0186721
418	0	-13.15382	-15.67284	2.519018	0.01719723	0.0171972	0.0171972	0.0171972	0.0171972	0.0171972	0.0171972
419	1	-14.64082	-16.87737	2.236554	0.03433033	0.0343303	0.0343303	0.0343303	0.0343303	0.0343303	0.0343303
420	0	-13.1397	-15.66599	2.526296	0.01675576	0.0167558	0.0167558	0.0167558	0.0167558	0.0167558	0.0167558
421	1	-13.95074	-16.29336	2.342623	0.02789663	0.0278966	0.0278966	0.0278966	0.0278966	0.0278966	0.0278966
422	0	-14.4261	-16.69442	2.268326	0.03240314	0.0324031	0.0324031	0.0324031	0.0324031	0.0324031	0.0324031
423	1	-13.57522	-15.98439	2.409166	0.02386038	0.0238604	0.0238604	0.0238604	0.0238604	0.0238604	0.0238604
424	0	-13.12632	-15.66103	2.534712	0.01624528	0.0162453	0.0162453	0.0162453	0.0162453	0.0162453	0.0162453
425	1	-13.10762	-15.66886	2.561241	0.01463616	0.0146362	0.0146362	0.0146362	0.0146362	0.0146362	0.0146362
